Source,Target,Type,weight,book
Arya-Stark,Bran-Stark,undirected,7,5
Arya-Stark,Brusco,undirected,4,5
Arya-Stark,Eddard-Stark,undirected,4,5
Arya-Stark,Jeyne-Poole,undirected,4,5
Arya-Stark,Jon-Snow,undirected,12,5
Arya-Stark,Kindly-Man,undirected,4,5
Arya-Stark,Mance-Rayder,undirected,3,5
Arya-Stark,Melisandre,undirected,4,5
Arya-Stark,Ramsay-Snow,undirected,5,5
Arya-Stark,Sansa-Stark,undirected,4,5
Arya-Stark,Theon-Greyjoy,undirected,7,5
Arya-Stark,Waif,undirected,3,5
Arys-Oakheart,Gerold-Dayne,undirected,3,5
Asha-Greyjoy,Clayton-Suggs,undirected,4,5
Asha-Greyjoy,Euron-Greyjoy,undirected,4,5
Asha-Greyjoy,Galbart-Glover,undirected,8,5
Asha-Greyjoy,Godry-Farring,undirected,3,5
Asha-Greyjoy,Grimtongue,undirected,3,5
Asha-Greyjoy,Hagen,undirected,3,5
Asha-Greyjoy,Justin-Massey,undirected,15,5
Asha-Greyjoy,Qarl-the-Maid,undirected,8,5
Asha-Greyjoy,Robert-Baratheon,undirected,4,5
Asha-Greyjoy,Rolfe-the-Dwarf,undirected,3,5
Asha-Greyjoy,Stannis-Baratheon,undirected,16,5
Asha-Greyjoy,Sybelle-Glover,undirected,3,5
Asha-Greyjoy,Theon-Greyjoy,undirected,7,5
Asha-Greyjoy,Torgon-Greyiron,undirected,3,5
Asha-Greyjoy,Tristifer-Botley,undirected,12,5
Asha-Greyjoy,Tycho-Nestoris,undirected,3,5
Ashara-Dayne,Elia-Martell,undirected,3,5
Axell-Florent,Jon-Snow,undirected,4,5
Axell-Florent,Melisandre,undirected,5,5
Axell-Florent,Selyse-Florent,undirected,8,5
Axell-Florent,Shireen-Baratheon,undirected,3,5
Axell-Florent,Stannis-Baratheon,undirected,3,5
Azor-Ahai,Stannis-Baratheon,undirected,3,5
Balon-Greyjoy,Euron-Greyjoy,undirected,3,5
Balon-Greyjoy,Theon-Greyjoy,undirected,3,5
Balon-Swann,Doran-Martell,undirected,11,5
Balon-Swann,Gerold-Dayne,undirected,3,5
Balon-Swann,Myrcella-Baratheon,undirected,4,5
Balon-Swann,Tyrion-Lannister,undirected,3,5
Barbrey-Dustin,Jeyne-Poole,undirected,5,5
Barbrey-Dustin,Ramsay-Snow,undirected,5,5
Barbrey-Dustin,Roger-Ryswell,undirected,4,5
Barbrey-Dustin,Roose-Bolton,undirected,3,5
Barbrey-Dustin,Stannis-Baratheon,undirected,3,5
Barbrey-Dustin,Theon-Greyjoy,undirected,17,5
Barristan-Selmy,Belwas,undirected,9,5
Barristan-Selmy,Ben-Plumm,undirected,4,5
Barristan-Selmy,Bloodbeard,undirected,3,5
Barristan-Selmy,Daario-Naharis,undirected,18,5
Barristan-Selmy,Daenerys-Targaryen,undirected,75,5
Barristan-Selmy,Galazza-Galare,undirected,5,5
Barristan-Selmy,Gerris-Drinkwater,undirected,4,5
Barristan-Selmy,Grazhar,undirected,3,5
Barristan-Selmy,Grey-Worm,undirected,6,5
Barristan-Selmy,Groleo,undirected,8,5
Barristan-Selmy,Hizdahr-zo-Loraq,undirected,42,5
Barristan-Selmy,Jhogo,undirected,3,5
Barristan-Selmy,Khrazz,undirected,8,5
Barristan-Selmy,Larraq,undirected,3,5
Barristan-Selmy,Missandei,undirected,8,5
Barristan-Selmy,Quentyn-Martell,undirected,22,5
Barristan-Selmy,Reznak-mo-Reznak,undirected,7,5
Barristan-Selmy,Rhaegar-Targaryen,undirected,3,5
Barristan-Selmy,Skahaz-mo-Kandaq,undirected,21,5
Barristan-Selmy,Steelskin,undirected,3,5
Barristan-Selmy,Tyrion-Lannister,undirected,3,5
Barristan-Selmy,Varys,undirected,3,5
Barristan-Selmy,Widower,undirected,3,5
Barristan-Selmy,Xaro-Xhoan-Daxos,undirected,3,5
Barsena,Daenerys-Targaryen,undirected,4,5
Bartimus,Davos-Seaworth,undirected,4,5
Belaquo,Goghor-the-Giant,undirected,7,5
Belaquo,Hizdahr-zo-Loraq,undirected,3,5
Belaquo,Irri,undirected,3,5
Belaquo,Spotted-Cat,undirected,5,5
Belwas,Daenerys-Targaryen,undirected,13,5
Belwas,Hizdahr-zo-Loraq,undirected,11,5
Belwas,Quentyn-Martell,undirected,3,5
Belwas,Skahaz-mo-Kandaq,undirected,3,5
Ben-Bones,Ramsay-Snow,undirected,5,5
Ben-Bones,Theon-Greyjoy,undirected,4,5
Ben-Plumm,Daario-Naharis,undirected,9,5
Ben-Plumm,Daenerys-Targaryen,undirected,14,5
Ben-Plumm,Hizdahr-zo-Loraq,undirected,3,5
Ben-Plumm,Kasporio,undirected,3,5
Ben-Plumm,Penny,undirected,3,5
Ben-Plumm,Tybero-Istarion,undirected,5,5
Ben-Plumm,Tyrion-Lannister,undirected,4,5
Benerro,Daenerys-Targaryen,undirected,3,5
Benerro,Haldon,undirected,4,5
Benerro,Moqorro,undirected,4,5
Benerro,Tyrion-Lannister,undirected,7,5
Benethon-Scales,Narbert-Grandison,undirected,3,5
Benethon-Scales,Selyse-Florent,undirected,4,5
Benjen-Stark,Jon-Snow,undirected,4,5
Black-Balaq,Franklyn-Flowers,undirected,3,5
Bloodbeard,Daenerys-Targaryen,undirected,3,5
Bloodbeard,Hizdahr-zo-Loraq,undirected,5,5
Bloodbeard,Tattered-Prince,undirected,3,5
Boros-Blount,Meryn-Trant,undirected,3,5
Boros-Blount,Tommen-Baratheon,undirected,4,5
Bowen-Marsh,Cellador,undirected,8,5
Bowen-Marsh,Eddison-Tollett,undirected,9,5
Bowen-Marsh,Jon-Snow,undirected,45,5
Bowen-Marsh,Mance-Rayder,undirected,5,5
Bowen-Marsh,Othell-Yarwyck,undirected,19,5
Bowen-Marsh,Satin,undirected,3,5
Bowen-Marsh,Stannis-Baratheon,undirected,3,5
Bowen-Marsh,Tormund,undirected,5,5
Bowen-Marsh,Wick-Whittlestick,undirected,5,5
Bran-Stark,Brynden-Rivers,undirected,14,5
Bran-Stark,Coldhands,undirected,6,5
Bran-Stark,Eddard-Stark,undirected,4,5
Bran-Stark,Hodor,undirected,50,5
Bran-Stark,Jojen-Reed,undirected,17,5
Bran-Stark,Jon-Snow,undirected,4,5
Bran-Stark,Leaf,undirected,5,5
Bran-Stark,Meera-Reed,undirected,33,5
Bran-Stark,Rickon-Stark,undirected,7,5
Bran-Stark,Robb-Stark,undirected,6,5
Bran-Stark,Theon-Greyjoy,undirected,8,5
Brandon-Norrey,Jon-Snow,undirected,3,5
Brandon-Norrey,Torghen-Flint,undirected,3,5
Brea,Brusco,undirected,3,5
Brienne-of-Tarth,Cersei-Lannister,undirected,3,5
Brienne-of-Tarth,Jaime-Lannister,undirected,3,5
Brus-Buckler,Malegorn,undirected,6,5
Brus-Buckler,Narbert-Grandison,undirected,4,5
Brus-Buckler,Selyse-Florent,undirected,5,5
Brynden-Rivers,Meera-Reed,undirected,3,5
Brynden-Tully,Jaime-Lannister,undirected,4,5
Bump,Varamyr,undirected,5,5
Caggo,Gerris-Drinkwater,undirected,3,5
Caggo,Lucifer-Long,undirected,3,5
Caggo,Meris,undirected,7,5
Caggo,Quentyn-Martell,undirected,7,5
Caggo,Tattered-Prince,undirected,4,5
Caleotte,Doran-Martell,undirected,3,5
Caleotte,Gregor-Clegane,undirected,4,5
Camarron,Spotted-Cat,undirected,3,5
Catelyn-Stark,Eddard-Stark,undirected,5,5
Cellador,Clydas,undirected,3,5
Cellador,Jon-Snow,undirected,3,5
Cellador,Othell-Yarwyck,undirected,8,5
Cersei-Lannister,Daenerys-Targaryen,undirected,3,5
Cersei-Lannister,Doran-Martell,undirected,3,5
Cersei-Lannister,Dunsen,undirected,3,5
Cersei-Lannister,Gregor-Clegane,undirected,4,5
Cersei-Lannister,High-Sparrow,undirected,11,5
Cersei-Lannister,Ilyn-Payne,undirected,4,5
Cersei-Lannister,Jaime-Lannister,undirected,13,5
Cersei-Lannister,Joffrey-Baratheon,undirected,3,5
Cersei-Lannister,Kevan-Lannister,undirected,10,5
Cersei-Lannister,Lancel-Lannister,undirected,6,5
Cersei-Lannister,Mace-Tyrell,undirected,3,5
Cersei-Lannister,Margaery-Tyrell,undirected,6,5
Cersei-Lannister,Meryn-Trant,undirected,3,5
Cersei-Lannister,Moelle,undirected,4,5
Cersei-Lannister,Myrcella-Baratheon,undirected,4,5
Cersei-Lannister,Osney-Kettleblack,undirected,3,5
Cersei-Lannister,Qyburn,undirected,3,5
Cersei-Lannister,Rafford,undirected,3,5
Cersei-Lannister,Rhaegar-Targaryen,undirected,3,5
Cersei-Lannister,Robert-Baratheon,undirected,7,5
Cersei-Lannister,Robert-Strong,undirected,4,5
Cersei-Lannister,Scolera,undirected,5,5
Cersei-Lannister,Stannis-Baratheon,undirected,5,5
Cersei-Lannister,Tommen-Baratheon,undirected,13,5
Cersei-Lannister,Tyrion-Lannister,undirected,5,5
Cersei-Lannister,Tywin-Lannister,undirected,3,5
Cersei-Lannister,Unella,undirected,10,5
Clayton-Suggs,Godry-Farring,undirected,5,5
Clayton-Suggs,Stannis-Baratheon,undirected,6,5
Cleon,Daenerys-Targaryen,undirected,9,5
Cleon,Quentyn-Martell,undirected,3,5
Cletus-Yronwood,Daenerys-Targaryen,undirected,3,5
Cletus-Yronwood,Gerris-Drinkwater,undirected,5,5
Cletus-Yronwood,Kedry,undirected,3,5
Cletus-Yronwood,Quentyn-Martell,undirected,7,5
Clydas,Jon-Snow,undirected,20,5
Clydas,Mully,undirected,4,5
Clydas,Stannis-Baratheon,undirected,3,5
Coldhands,Hodor,undirected,4,5
Coldhands,Meera-Reed,undirected,3,5
Corliss-Penny,Stannis-Baratheon,undirected,3,5
Cotter-Pyke,Denys-Mallister,undirected,4,5
Cotter-Pyke,Jon-Snow,undirected,11,5
Cotter-Pyke,Selyse-Florent,undirected,3,5
Cromm,Grimtongue,undirected,4,5
Cromm,Hagen,undirected,4,5
Daario-Naharis,Daenerys-Targaryen,undirected,50,5
Daario-Naharis,Grey-Worm,undirected,6,5
Daario-Naharis,Groleo,undirected,4,5
Daario-Naharis,Hero,undirected,7,5
Daario-Naharis,Hizdahr-zo-Loraq,undirected,14,5
Daario-Naharis,Irri,undirected,7,5
Daario-Naharis,Jhiqui,undirected,5,5
Daario-Naharis,Jhogo,undirected,9,5
Daario-Naharis,Missandei,undirected,4,5
Daario-Naharis,Quentyn-Martell,undirected,5,5
Daario-Naharis,Rakharo,undirected,4,5
Daario-Naharis,Skahaz-mo-Kandaq,undirected,9,5
Daenerys-Targaryen,Daeron-II-Targaryen,undirected,3,5
Daenerys-Targaryen,Doran-Martell,undirected,3,5
Daenerys-Targaryen,Drogo,undirected,7,5
Daenerys-Targaryen,Eroeh,undirected,3,5
Daenerys-Targaryen,Ezzara,undirected,3,5
Daenerys-Targaryen,Galazza-Galare,undirected,19,5
Daenerys-Targaryen,Gerris-Drinkwater,undirected,15,5
Daenerys-Targaryen,Ghael,undirected,5,5
Daenerys-Targaryen,Grey-Worm,undirected,11,5
Daenerys-Targaryen,Groleo,undirected,4,5
Daenerys-Targaryen,Hero,undirected,5,5
Daenerys-Targaryen,Hizdahr-zo-Loraq,undirected,96,5
Daenerys-Targaryen,Illyrio-Mopatis,undirected,12,5
Daenerys-Targaryen,Irri,undirected,25,5
Daenerys-Targaryen,Jhiqui,undirected,15,5
Daenerys-Targaryen,Jhogo,undirected,6,5
Daenerys-Targaryen,Jon-Connington,undirected,6,5
Daenerys-Targaryen,Jorah-Mormont,undirected,4,5
Daenerys-Targaryen,Lysono-Maar,undirected,3,5
Daenerys-Targaryen,Mace-Tyrell,undirected,3,5
Daenerys-Targaryen,Marselen,undirected,3,5
Daenerys-Targaryen,Meris,undirected,6,5
Daenerys-Targaryen,Mezzara,undirected,4,5
Daenerys-Targaryen,Miklaz,undirected,3,5
Daenerys-Targaryen,Missandei,undirected,37,5
Daenerys-Targaryen,Moqorro,undirected,3,5
Daenerys-Targaryen,Penny,undirected,4,5
Daenerys-Targaryen,Qavo-Nogarys,undirected,5,5
Daenerys-Targaryen,Qezza,undirected,6,5
Daenerys-Targaryen,Quaithe,undirected,6,5
Daenerys-Targaryen,Quentyn-Martell,undirected,58,5
Daenerys-Targaryen,Rakharo,undirected,7,5
Daenerys-Targaryen,Reznak-mo-Reznak,undirected,19,5
Daenerys-Targaryen,Rhaegar-Targaryen,undirected,10,5
Daenerys-Targaryen,Robert-Baratheon,undirected,3,5
Daenerys-Targaryen,Skahaz-mo-Kandaq,undirected,33,5
Daenerys-Targaryen,Spotted-Cat,undirected,3,5
Daenerys-Targaryen,Symon-Stripeback,undirected,4,5
Daenerys-Targaryen,Tattered-Prince,undirected,4,5
Daenerys-Targaryen,Tyrion-Lannister,undirected,17,5
Daenerys-Targaryen,Varys,undirected,3,5
Daenerys-Targaryen,Victarion-Greyjoy,undirected,7,5
Daenerys-Targaryen,Viserys-Targaryen,undirected,7,5
Daenerys-Targaryen,Xaro-Xhoan-Daxos,undirected,16,5
Daenerys-Targaryen,Yurkhaz-zo-Yunzak,undirected,4,5
Dalla,Gilly,undirected,4,5
Dalla,Mance-Rayder,undirected,5,5
Dalla,Melisandre,undirected,3,5
Dalla,Stannis-Baratheon,undirected,5,5
Dalla,Val,undirected,5,5
Damon-Dance-for-Me,Grunt,undirected,3,5
Damon-Dance-for-Me,Ramsay-Snow,undirected,7,5
Damon-Dance-for-Me,Skinner,undirected,7,5
Damon-Dance-for-Me,Sour-Alyn,undirected,4,5
Damon-Dance-for-Me,Theon-Greyjoy,undirected,5,5
Davos-Seaworth,Eddard-Stark,undirected,4,5
Davos-Seaworth,Garth-(Wolfs-Den),undirected,4,5
Davos-Seaworth,Godric-Borrell,undirected,9,5
Davos-Seaworth,Leona-Woolfield,undirected,3,5
Davos-Seaworth,Marlon-Manderly,undirected,5,5
Davos-Seaworth,Melisandre,undirected,4,5
Davos-Seaworth,Robb-Stark,undirected,3,5
Davos-Seaworth,Robett-Glover,undirected,4,5
Davos-Seaworth,Salladhor-Saan,undirected,11,5
Davos-Seaworth,Stannis-Baratheon,undirected,21,5
Davos-Seaworth,Sybell-Spicer,undirected,3,5
Davos-Seaworth,Wyman-Manderly,undirected,32,5
Denys-Mallister,Jon-Snow,undirected,4,5
Denzo-Dhan,Meris,undirected,3,5
Devan-Seaworth,Jon-Snow,undirected,5,5
Devan-Seaworth,Melisandre,undirected,4,5
Devan-Seaworth,Stannis-Baratheon,undirected,14,5
Dick-Straw,Hugh-Hungerford,undirected,3,5
Dick-Straw,Tattered-Prince,undirected,4,5
Donal-Noye,Jon-Snow,undirected,7,5
Donal-Noye,Qhorin-Halfhand,undirected,3,5
Doran-Martell,Ellaria-Sand,undirected,3,5
Doran-Martell,Gregor-Clegane,undirected,4,5
Doran-Martell,Myrcella-Baratheon,undirected,5,5
Doran-Martell,Nymeria-Sand,undirected,3,5
Doran-Martell,Obara-Sand,undirected,4,5
Doran-Martell,Oberyn-Martell,undirected,5,5
Doran-Martell,Quentyn-Martell,undirected,4,5
Doran-Martell,Robert-Baratheon,undirected,3,5
Doran-Martell,Viserys-Targaryen,undirected,3,5
Draqaz,Miklaz,undirected,3,5
Drogo,Viserys-Targaryen,undirected,4,5
Dryn,Tormund,undirected,3,5
Dunsen,Gregor-Clegane,undirected,3,5
Dunsen,Ilyn-Payne,undirected,3,5
Dunsen,Meryn-Trant,undirected,3,5
Dunsen,Rafford,undirected,3,5
Eddard-Stark,Jon-Snow,undirected,10,5
Eddard-Stark,Ramsay-Snow,undirected,4,5
Eddard-Stark,Robb-Stark,undirected,6,5
Eddard-Stark,Robert-Baratheon,undirected,7,5
Eddard-Stark,Roose-Bolton,undirected,5,5
Eddard-Stark,Sansa-Stark,undirected,3,5
Eddard-Stark,Stannis-Baratheon,undirected,6,5
Eddard-Stark,Theon-Greyjoy,undirected,9,5
Eddard-Stark,Willam-Dustin,undirected,4,5
Eddard-Stark,Wyman-Manderly,undirected,4,5
Eddison-Tollett,Emmett,undirected,8,5
Eddison-Tollett,Gilly,undirected,3,5
Eddison-Tollett,Hobb,undirected,4,5
Eddison-Tollett,Janos-Slynt,undirected,4,5
Eddison-Tollett,Jon-Snow,undirected,25,5
Eddison-Tollett,Mully,undirected,3,5
Eddison-Tollett,Satin,undirected,3,5
Elia-Martell,Rhaegar-Targaryen,undirected,6,5
Emmett,Hareth-(Moles-Town),undirected,3,5
Emmett,Hop-Robin,undirected,4,5
Emmett,Janos-Slynt,undirected,4,5
Emmett,Jon-Snow,undirected,15,5
Emrick,Hareth-(Moles-Town),undirected,3,5
Emrick,Satin,undirected,3,5
Euron-Greyjoy,Victarion-Greyjoy,undirected,7,5
Franklyn-Flowers,Jon-Connington,undirected,4,5
Frenya,Holly,undirected,6,5
Frenya,Theon-Greyjoy,undirected,3,5
Fulk,Jon-Snow,undirected,4,5
Fulk,Mully,undirected,5,5
Galazza-Galare,Grazhar,undirected,4,5
Galazza-Galare,Hizdahr-zo-Loraq,undirected,12,5
Galazza-Galare,Reznak-mo-Reznak,undirected,5,5
Galazza-Galare,Skahaz-mo-Kandaq,undirected,12,5
Garth-(Wolfs-Den),Sybell-Spicer,undirected,3,5
Garth-Greyfeather,Hairy-Hal,undirected,4,5
Garth-Greyfeather,Jack-Bulwer,undirected,4,5
Garth-Greyfeather,Jon-Snow,undirected,3,5
Gerold-Dayne,Myrcella-Baratheon,undirected,3,5
Gerrick-Kingsblood,Jon-Snow,undirected,5,5
Gerrick-Kingsblood,Raymun-Redbeard,undirected,3,5
Gerris-Drinkwater,Hizdahr-zo-Loraq,undirected,4,5
Gerris-Drinkwater,Meris,undirected,4,5
Gerris-Drinkwater,Quentyn-Martell,undirected,49,5
Gerris-Drinkwater,Tattered-Prince,undirected,3,5
Gilly,Jon-Snow,undirected,10,5
Gilly,Mance-Rayder,undirected,3,5
Gilly,Melisandre,undirected,4,5
Gilly,Samwell-Tarly,undirected,8,5
Godry-Farring,Jon-Snow,undirected,3,5
Godry-Farring,Justin-Massey,undirected,3,5
Godry-Farring,Mance-Rayder,undirected,3,5
Godry-Farring,Melisandre,undirected,3,5
Godry-Farring,Stannis-Baratheon,undirected,9,5
Goghor-the-Giant,Hizdahr-zo-Loraq,undirected,5,5
Goghor-the-Giant,Khrazz,undirected,4,5
Goghor-the-Giant,Spotted-Cat,undirected,6,5
Grazhar,Qezza,undirected,5,5
Gregor-Clegane,Ilyn-Payne,undirected,3,5
Gregor-Clegane,Meryn-Trant,undirected,3,5
Gregor-Clegane,Oberyn-Martell,undirected,3,5
Gregor-Clegane,Rafford,undirected,3,5
Grenn,Pypar,undirected,3,5
Grenn,Todder,undirected,3,5
Grey-Worm,Hizdahr-zo-Loraq,undirected,3,5
Grey-Worm,Irri,undirected,4,5
Grey-Worm,Skahaz-mo-Kandaq,undirected,6,5
Grimtongue,Hagen,undirected,5,5
Grimtongue,Lorren,undirected,5,5
Groleo,Hero,undirected,4,5
Groleo,Jhogo,undirected,5,5
Groleo,Skahaz-mo-Kandaq,undirected,3,5
Grunt,Sour-Alyn,undirected,7,5
Grunt,Theon-Greyjoy,undirected,3,5
Hagen,Lorren,undirected,3,5
Hagen,Qarl-the-Maid,undirected,3,5
Hagen,Tristifer-Botley,undirected,3,5
Haggon,Varamyr,undirected,8,5
Hairy-Hal,Jack-Bulwer,undirected,3,5
Hairy-Hal,Jon-Snow,undirected,4,5
Haldon,Illyrio-Mopatis,undirected,3,5
Haldon,Jon-Connington,undirected,13,5
Haldon,Lemore,undirected,4,5
Haldon,Pono,undirected,3,5
Haldon,Qavo-Nogarys,undirected,5,5
Haldon,Rolly-Duckfield,undirected,26,5
Haldon,Tyrion-Lannister,undirected,54,5
Haldon,Yandry,undirected,4,5
Haldon,Ysilla,undirected,5,5
Hareth-(Moles-Town),Hop-Robin,undirected,5,5
Hareth-(Moles-Town),Jon-Snow,undirected,10,5
Hareth-(Moles-Town),Leathers,undirected,3,5
Hareth-(Moles-Town),Rory,undirected,4,5
Hareth-(Moles-Town),Satin,undirected,6,5
Harl,Lorren,undirected,3,5
Harry-Strickland,Jon-Connington,undirected,18,5
Harry-Strickland,Myles-Toyne,undirected,4,5
Harwood-Stout,Theon-Greyjoy,undirected,5,5
Harys-Swyft,Pycelle,undirected,4,5
Hero,Jhogo,undirected,8,5
High-Sparrow,Kevan-Lannister,undirected,5,5
High-Sparrow,Unella,undirected,6,5
Hizdahr-zo-Loraq,Irri,undirected,3,5
Hizdahr-zo-Loraq,Jhiqui,undirected,3,5
Hizdahr-zo-Loraq,Khrazz,undirected,9,5
Hizdahr-zo-Loraq,Marghaz-zo-Loraq,undirected,5,5
Hizdahr-zo-Loraq,Missandei,undirected,6,5
Hizdahr-zo-Loraq,Qezza,undirected,3,5
Hizdahr-zo-Loraq,Quentyn-Martell,undirected,15,5
Hizdahr-zo-Loraq,Reznak-mo-Reznak,undirected,13,5
Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,undirected,29,5
Hizdahr-zo-Loraq,Spotted-Cat,undirected,5,5
Hizdahr-zo-Loraq,Steelskin,undirected,3,5
Hobb,Jon-Snow,undirected,4,5
Hobb,Melisandre,undirected,3,5
Hobb,Mully,undirected,3,5
Hobb,Owen,undirected,5,5
Hodor,Jojen-Reed,undirected,11,5
Hodor,Meera-Reed,undirected,21,5
Holly,Jeyne-Poole,undirected,4,5
Holly,Rowan,undirected,3,5
Holly,Theon-Greyjoy,undirected,10,5
Hop-Robin,Jon-Snow,undirected,4,5
Hosteen-Frey,Wyman-Manderly,undirected,5,5
Hoster-Blackwood,Jaime-Lannister,undirected,4,5
Hother-Umber,Jon-Umber-(Greatjon),undirected,3,5
Hother-Umber,Mors-Umber,undirected,3,5
Hother-Umber,Ramsay-Snow,undirected,5,5
Hother-Umber,Wyman-Manderly,undirected,5,5
Illyrio-Mopatis,Jon-Connington,undirected,6,5
Illyrio-Mopatis,Rolly-Duckfield,undirected,6,5
Illyrio-Mopatis,Tyrion-Lannister,undirected,30,5
Ilyn-Payne,Meryn-Trant,undirected,3,5
Ilyn-Payne,Rafford,undirected,3,5
Irri,Jhiqui,undirected,24,5
Irri,Missandei,undirected,9,5
Irri,Rakharo,undirected,5,5
Irri,Skahaz-mo-Kandaq,undirected,5,5
Jack-Bulwer,Jon-Snow,undirected,3,5
Jaime-Lannister,Jonos-Bracken,undirected,9,5
Jaime-Lannister,Josmyn-Peckledon,undirected,3,5
Jaime-Lannister,Kevan-Lannister,undirected,3,5
Jaime-Lannister,Robert-Baratheon,undirected,4,5
Jaime-Lannister,Tyrion-Lannister,undirected,4,5
Jaime-Lannister,Tytos-Blackwood,undirected,6,5
Janos-Slynt,Jon-Snow,undirected,16,5
Jared-Frey,Rhaegar-Frey,undirected,3,5
Jeor-Mormont,Jon-Snow,undirected,11,5
Jeor-Mormont,Qhorin-Halfhand,undirected,3,5
Jeyne-Poole,Ramsay-Snow,undirected,12,5
Jeyne-Poole,Roose-Bolton,undirected,3,5
Jeyne-Poole,Rowan,undirected,3,5
Jeyne-Poole,Squirrel,undirected,3,5
Jeyne-Poole,Theon-Greyjoy,undirected,24,5
Jhiqui,Missandei,undirected,10,5
Jhiqui,Rakharo,undirected,5,5
Jhiqui,Skahaz-mo-Kandaq,undirected,3,5
Jhogo,Rakharo,undirected,6,5
Joffrey-Baratheon,Tommen-Baratheon,undirected,3,5
Joffrey-Baratheon,Tyrion-Lannister,undirected,10,5
Jojen-Reed,Meera-Reed,undirected,21,5
Jon-Connington,Lemore,undirected,11,5
Jon-Connington,Myles-Toyne,undirected,9,5
Jon-Connington,Nyessos-Vhassar,undirected,3,5
Jon-Connington,Rhaegar-Targaryen,undirected,7,5
Jon-Connington,Robert-Baratheon,undirected,8,5
Jon-Connington,Rolly-Duckfield,undirected,12,5
Jon-Connington,Tyrion-Lannister,undirected,37,5
Jon-Connington,Tywin-Lannister,undirected,4,5
